Baseline 100%T,,Baseline 0%T,,test5009,,L_band,,sloan_i,,sloan_g,,sloan_r,,bessel_i,,,,,,,,,,,,,,,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T_L,Wavelength (nm),%T_i,Wavelength (nm),%T_g,Wavelength (nm),%T_r,Wavelength (nm),%T_bi,WV_CMOS,QE_CMOS,WV_CCD,QE_CCD_1,QE_CCD,,,,,,WV_TEL,TEL_TRA,,WV_NGTS,NGTS_TRA
789,97.5271225,789,-0.001753834,789,0.013901779,789,0.003836648,789,98.77154541,789,0.000264528,789,0.000195317,789,99.2623291,935.000,21.268,,,,,,,,,377.777778,0,,,
788,97.50759888,788,-0.001535675,788,0.01338777,788,0.003367187,788,98.71897125,788,5.33E-05,788,0.000450596,788,99.31564331,940.000,27.260,,,,,,,,,378.478478,0,,,
787,97.51364899,787,-0.001451482,787,0.012400924,787,0.003552694,787,98.81549835,787,0.000100092,787,0.000149497,787,99.2702179,945.000,21.268,,,,,,,,,379.179179,0,,,
786,97.51416779,786,-0.001616182,786,0.012992729,786,0.004226007,786,98.66438293,786,0.000133976,786,0.00014218,786,99.33082581,950.000,24.895,,,,,,,,,379.87988,0,,,
785,97.47050476,785,-0.001317507,785,0.013064766,785,0.003382561,785,98.77887726,785,0.000240968,785,0.000104449,785,99.35334015,955.000,20.874,,,,,,,,,380.580581,0,,,
784,97.52137756,784,-0.001463491,784,0.01073591,784,0.004358545,784,98.7702179,784,0.000634704,784,-8.39E-05,784,99.31311035,960.000,20.088,,,,,,,,,381.281281,0,,,
783,97.5613327,783,-0.001474804,783,0.011460284,783,0.003869078,783,98.68153381,783,0.000772237,783,0.000393757,783,99.32288361,965.000,19.930,,,,,,,,,381.981982,0,,,
782,97.55691528,782,-0.000989998,782,0.011060216,782,0.003936021,782,98.6620636,782,0.000208512,782,-0.000202776,782,99.34072876,970.000,16.714,,,,,,,,,382.682683,0,,,
781,97.58415985,781,-0.001170509,781,0.011008468,781,0.004402544,781,98.57133484,781,0.000592975,781,-0.000178431,781,99.35644531,975.000,19.680,,,,,,,,,383.383383,0,,,
780,97.6322403,780,-0.001526187,780,0.010584203,780,0.00549113,780,98.5608139,780,0.000904385,780,0.000688831,780,99.33185577,980.000,16.766,,,,,,,,,384.084084,0,,,
779,97.60266113,779,-0.001329078,779,0.010605562,779,0.005227583,779,98.48432922,779,0.00081645,779,-5.25E-05,779,99.39862823,985.000,17.849,,,,,,,,,384.784785,0,,,
778,97.61917114,778,-0.000985698,778,0.010578005,778,0.004590846,778,98.50388336,778,0.000612123,778,-0.00030252,778,99.41468811,990.000,16.930,,,,,,,,,385.485485,0,,,
777,97.6697464,777,-0.001270014,777,0.010278383,777,0.005567096,777,98.53675842,777,0.001446587,777,0.000365864,777,99.35192871,995.000,15.349,,,,,,,,,386.186186,0,,,
776,97.5984726,776,-0.001863973,776,0.010465638,776,0.006137936,776,98.52230835,776,0.001539378,776,0.000683981,776,99.46381378,1000.000,16.742,,,,,,,,,386.886887,0,,,
775,97.63757324,775,-0.001828483,775,0.011040187,775,0.005998611,775,98.51792145,775,0.001187228,775,0.000358352,775,99.3881073,,,,,,,,,,,387.587588,0,,,
774,97.64893341,774,-0.001628994,774,0.011034768,774,0.006111359,774,98.46194458,774,0.001117388,774,-3.45E-05,774,99.44308472,,,,,,,,,,,388.288288,0,,,
773,97.56855011,773,-0.001974816,773,0.009599376,773,0.007083408,773,98.6240387,773,0.000982145,773,0.000229954,773,99.61448669,,,,,,,,,,,388.988989,0,,,
772,97.63508606,772,-0.002035617,772,0.010151867,772,0.006787373,772,98.59385681,772,0.000986771,772,0.00037303,772,99.38339233,,,,,,,,,,,389.68969,0,,,
771,97.75856781,771,-0.001646863,771,0.009967523,771,0.006972766,771,98.50966644,771,0.001102463,771,0.000360532,771,99.19802856,,,,,,,,,,,390.39039,0,,,
770,97.68987274,770,-0.00201027,770,0.010324029,770,0.008159852,770,98.65694427,770,0.001313106,770,0.000498612,770,99.30179596,,,,,,,,,,,391.091091,0,,,
769,97.70619965,769,-0.001756138,769,0.009274851,769,0.007837832,769,98.74971771,769,0.000701682,769,0.000324115,769,99.17217255,,,,,,,,,,,391.791792,0,,,
768,97.69738007,768,-0.001827003,768,0.009111749,768,0.009350154,768,98.76255798,768,0.001392989,768,0.000580385,768,99.13828278,,,,,,,,,,,392.492492,0,,,
767,97.68061829,767,-0.001546897,767,0.00904785,767,0.009163406,767,98.80583954,767,0.001417407,767,0.00012806,767,98.97962189,,,,,,,,,,,393.193193,0,,,
766,97.78855133,766,-0.001465958,766,0.008194581,766,0.008932773,766,98.83218384,766,0.000436904,766,9.94E-05,766,98.65238953,,,,,,,,,,,393.893894,0,,,
765,97.79161072,765,-0.001511579,765,0.007818907,765,0.010724073,765,98.93756866,765,0.000855793,765,0.000251922,765,98.55761719,,,,,,,,,,,394.594595,0,,,
764,97.78569794,764,-0.001739024,764,0.00895558,764,0.011599734,764,98.96214294,764,0.000666476,764,0.000868517,764,98.37715912,,,,,,,,,,,395.295295,0,,,
763,97.8483963,763,-0.001429204,763,0.007773064,763,0.011738216,763,98.91107941,763,0.000547168,763,0.000130054,763,98.23871613,,,,,,,,,,,395.995996,0,,,
762,97.83367157,762,-0.001424643,762,0.008094849,762,0.01245435,762,99.04712677,762,0.001311779,762,0.0004101,762,97.96820068,,,,,,,,,,,396.696697,0,,,
761,97.74521637,761,-0.001407901,761,0.007629802,761,0.013821702,761,99.193573,761,0.001454535,761,0.000316482,761,97.91329193,,,,,,,,,,,397.397397,0,,,
760,97.8187561,760,-0.00142797,760,0.007109904,760,0.015266749,760,99.12942505,760,0.001529195,760,0.000229307,760,97.6095047,,,,,,,,,,,398.098098,0,,,
759,97.71065521,759,-0.001650551,759,0.007620215,759,0.015941165,759,99.25096893,759,0.002151391,759,0.00029151,759,97.39916992,,,,,,,,,,,398.798799,0,,,
758,97.84447479,758,-0.00135434,758,0.007487781,758,0.017444706,758,99.28391266,758,0.002686903,758,-4.57E-05,758,97.01480103,,,,,,,,,,,399.499499,0,,,
757,97.85739899,757,-0.00147049,757,0.007026331,757,0.019102573,757,99.22458649,757,0.003015132,757,-2.83E-06,757,96.71289825,,,,,,,,,,,400.2002,0,,,
756,97.8423996,756,-0.001693002,756,0.007172571,756,0.02061687,756,99.28857422,756,0.003800886,756,0.000180846,756,96.43315887,,,,,,,,,,,400.900901,0,,,
755,97.81678009,755,-0.001453327,755,0.006603549,755,0.022665316,755,99.37031555,755,0.003728269,755,0.000385987,755,96.07615662,,,,,,,,,,,401.601602,0,,,
754,97.91412354,754,-0.001424772,754,0.006919952,754,0.024593027,754,99.26443481,754,0.003738363,754,0.000363441,754,95.6038208,,,,,,,,,,,402.302302,0,,,
753,97.83879089,753,-0.001476076,753,0.006663406,753,0.027199116,753,99.39253235,753,0.004276666,753,0.000368478,753,95.34237671,,,,,,,,,,,403.003003,0,,,
752,97.89546967,752,-0.001317367,752,0.005914585,752,0.029848121,752,99.33789063,752,0.0043868,752,0.00024298,752,94.81019592,,,,,,,,,,,403.703704,0,,,
751,97.91073608,751,-0.001328639,751,0.005300043,751,0.03288791,751,99.37955475,751,0.003905375,751,0.00019644,751,94.30118561,,,,,,,,,,,404.404404,0,,,
750,97.89350891,750,-0.001389305,750,0.005733446,750,0.036375325,750,99.39318085,750,0.003718085,750,0.000359682,750,93.75699615,,,,,,,,,,,405.105105,0,,,
749,97.88090515,749,-0.001435948,749,0.005711596,749,0.041875422,749,99.41454315,749,0.003781425,749,0.000287359,749,93.2580719,,,,,,,,,,,405.805806,85.2224727,,,
748,97.99677277,748,-0.001311517,748,0.00564981,748,0.046285156,748,99.31839752,748,0.003559622,748,0.000107565,748,92.47654724,,,,,,,,,,,406.506507,85.2195133,,,
747,98.01689148,747,-0.001672205,747,0.00583443,747,0.050887279,747,99.22822571,747,0.003305346,747,0.000586193,747,91.80715942,,,,,,,,,,,407.207207,85.2165541,,,
746,97.98996735,746,-0.001347668,746,0.004981651,746,0.056471046,746,99.274086,746,0.003241277,746,0.000555135,746,91.10705566,,,,,,,,,,,407.907908,85.2135949,,,
745,97.90563202,745,-0.001736318,745,0.005571116,745,0.063562155,745,99.31226349,745,0.002854384,745,0.001040289,745,90.33448029,,,,,,,,,,,408.608609,85.2106357,,,
744,97.96813965,744,-0.001791317,744,0.005629551,744,0.071639232,744,99.09886169,744,0.002874301,744,0.0007755,744,89.4620285,,,,,,,,,,,409.309309,85.2076766,,,
743,98.02342987,743,-0.001917294,743,0.005483295,743,0.080371216,743,98.95710754,743,0.002767792,743,0.000585365,743,88.43805695,,,,,,,,,,,410.01001,85.2047175,,,
742,98.0401001,742,-0.001965772,742,0.005731401,742,0.091826849,742,98.96105194,742,0.001991995,742,0.001039047,742,87.440979,,,,,,,,,,,410.710711,85.2017585,,,
741,97.96450806,741,-0.001674004,741,0.004952907,741,0.103784844,741,98.83824158,741,0.001811113,741,0.000657862,741,86.41013336,,,,,,,,,,,411.411411,85.1987996,,,
740,97.9600296,740,-0.00124057,740,0.004886772,740,0.119789667,740,98.75557709,740,0.001178549,740,0.000816081,740,85.27726746,,,,,,,,,,,412.112112,85.1958407,,,
739,97.95210266,739,-0.001743352,739,0.00536593,739,0.134512976,739,98.55226135,739,0.001361346,739,0.000953983,739,84.01279449,,,,,,,,,,,412.812813,85.1928818,,,
738,98.06582642,738,-0.001550443,738,0.005032873,738,0.153066889,738,98.43730164,738,0.001279788,738,0.001037286,738,82.56580353,,,,,,,,,,,413.513514,85.189923,,,
737,98.02378082,737,-0.001402673,737,0.004767739,737,0.175045937,737,98.23675537,737,0.000501011,737,0.000774434,737,81.12226868,,,,,,,,,,,414.214214,85.1869642,,,
736,98.11777496,736,-0.001489314,736,0.00411309,736,0.201874629,736,97.99398041,736,0.000374732,736,0.001129513,736,79.40977478,,,,,,,,,,,414.914915,85.1840055,,,
735,98.0552597,735,-0.001335618,735,0.004461915,735,0.23409012,735,97.93506622,735,-0.000127836,735,0.001217564,735,77.75512695,,,,,,,,,,,415.615616,85.1810469,,,
734,98.06825256,734,-0.001322246,734,0.00366776,734,0.270257264,734,97.84894562,734,-0.000323813,734,0.001270996,734,75.87166595,,,,,,,,,,,416.316316,85.1780883,,,
733,98.07605743,733,-0.00145255,733,0.003928532,733,0.314157516,733,97.70619965,733,0.000255417,733,0.001796855,733,73.83375549,,,,,,,,,,,417.017017,85.1751298,,,
732,98.09027863,732,-0.001388092,732,0.004308041,732,0.36529243,732,97.6684494,732,2.56E-05,732,0.002429942,732,71.57220459,,,,,,,,,,,417.717718,85.1721713,,,
731,98.16719055,731,-0.001161992,731,0.003809717,731,0.428341001,731,97.53814697,731,-0.00030593,731,0.002421202,731,69.23802185,,,,,,,,,,,418.418418,85.1692128,,,
730,98.15299225,730,-0.001609068,730,0.003686299,730,0.497445792,730,97.55343628,730,5.28E-05,730,0.003043851,730,66.76347351,,,,,,,,,,,419.119119,85.1662544,,,
729,98.10498047,729,-0.00192542,729,0.004372465,729,0.586391985,729,97.64175415,729,0.000869238,729,0.00442754,729,64.18223572,,,,,,,,,,,419.81982,85.1632961,,,
728,98.15659332,728,-0.001770401,728,0.004203927,728,0.685909092,728,97.76316833,728,0.000411324,728,0.004131246,728,61.42105484,,,,,,,,,,,420.520521,85.1603378,,,
727,98.16699982,727,-0.002055757,727,0.004373121,727,0.801077187,727,97.83607483,727,0.000584008,727,0.004908314,727,58.6007309,,,,,,,,,,,421.221221,85.1573796,,,
726,98.10773468,726,-0.001590777,726,0.004008257,726,0.957392275,726,98.02680969,726,0.00013906,726,0.005191161,726,55.72916412,,,,,,,,,,,421.921922,85.1544214,,,
725,98.17094421,725,-0.001936193,725,0.004164361,725,1.12881422,725,98.19316864,725,0.00083421,725,0.006149073,725,52.75335312,,,,,,,,,,,422.622623,85.1514632,,,
724,98.1791687,724,-0.002050847,724,0.004349201,724,1.33385551,724,98.32084656,724,0.001022471,724,0.007869464,724,49.8332901,,,,,,,,,,,423.323323,85.1485051,,,
723,98.16513062,723,-0.00175704,723,0.003723747,723,1.580658555,723,98.55709076,723,0.000487605,723,0.008960875,723,46.84733582,,,,,,,,,,,424.024024,85.1455471,,,
722,98.18717194,722,-0.001659457,722,0.003798282,722,1.873461127,722,98.68325806,722,0.000471808,722,0.010538657,722,43.86741638,,,,,,,,,,,424.724725,85.1425891,,,
721,98.18260956,721,-0.001537686,721,0.002602812,721,2.233224392,721,98.92710114,721,0.000372576,721,0.012363032,721,40.97572708,,,,,,,,,,,425.425425,85.1396312,,,
720,98.20201111,720,-0.001229633,720,0.002436566,720,2.647864342,720,98.9968338,720,-4.17E-05,720,0.014174817,720,38.05363083,,,,,,,,,,,426.126126,85.1366733,,,
719,98.2303772,719,-0.001332504,719,0.00301179,719,3.152678967,719,99.16754913,719,0.000147241,719,0.016823733,719,35.1775322,,,,,,,,,,,426.826827,85.1337155,,,
718,98.48523712,718,-0.002165035,718,0.003013585,718,3.924204111,718,99.21157074,718,-0.000150491,718,0.022570578,718,31.64525414,,,,,,,,,,,427.527528,85.1307577,,,
717,98.17082977,717,-0.001558438,717,0.002762128,717,4.525160789,717,99.3552475,717,-0.000296657,717,0.025766876,717,29.44435692,,,,,,,,,,,428.228228,85.1278,,,
716,98.23983002,716,-0.001563572,716,0.00323995,716,5.404438496,716,99.31102753,716,-0.000153432,716,0.03192341,716,26.6367321,,,,,,,,,,,428.928929,85.1248423,,,
715,98.20149231,715,-0.001568489,715,0.002959052,715,6.484342575,715,99.43722534,715,-8.33E-05,715,0.039488919,715,23.874897,,,,,,,,,,,429.62963,85.1218847,,,
714,98.2220459,714,-0.001408411,714,0.002933822,714,7.77573967,714,99.45531464,714,-9.11E-05,714,0.04885472,714,21.1321373,,,,,,,,,,,430.33033,85.1189271,,,
713,98.25827026,713,-0.001327741,713,0.00295709,713,9.355184555,713,99.40437317,713,0.000198067,713,0.061086651,713,18.47501373,,,,,,,,,,,431.031031,85.1159696,,,
712,98.27345276,712,-0.001370377,712,0.002581251,712,11.27763939,712,99.39017487,712,0.000190984,712,0.077745192,712,15.96040726,,,,,,,,,,,431.731732,85.1130121,,,
711,98.24362946,711,-0.001151378,711,0.002658708,711,13.58693218,711,99.33034515,711,-0.000140901,711,0.099129438,711,13.61784363,,,,,,,,,,,432.432432,85.1100547,,,
710,98.23922729,710,-0.000902902,710,0.00245486,710,16.40959167,710,99.2148819,710,-0.000182029,710,0.125753,710,11.4525032,,,,,,,,,,,433.133133,85.1070974,,,
709,98.26152039,709,-0.001467071,709,0.002660229,709,19.811409,709,99.00344849,709,0.000415222,709,0.164146319,709,9.516061783,,,,,,,,,,,433.833834,85.1041401,,,
708,98.26438141,708,-0.001609085,708,0.002533777,708,23.9820385,708,98.63917542,708,0.000127581,708,0.215164855,708,7.870433331,,,,,,,,,,,434.534535,85.1011828,,,
707,98.22292328,707,-0.001541998,707,0.002370709,707,28.91157913,707,98.1525116,707,0.000125863,707,0.282113224,707,6.371686459,,,,,,,,,,,435.235235,85.0982256,,,
706,98.26377869,706,-0.001714835,706,0.0025839,706,34.74394226,706,97.23847198,706,0.000321796,706,0.375236541,706,5.150562763,,,,,,,,,,,435.935936,85.0952684,,,
705,98.25751495,705,-0.001411652,705,0.001760992,705,41.49559784,705,96.10392761,705,-8.72E-06,705,0.503132582,705,4.146934032,,,,,,,,,,,436.636637,85.0923113,,,
704,98.25640106,704,-0.001509432,704,0.002223079,704,49.09600449,704,94.40335083,704,-2.69E-05,704,0.68055898,704,3.308404922,,,,,,,,,,,437.337337,85.0893543,,,
703,98.2644577,703,-0.001482438,703,0.00216383,703,57.29752731,703,92.19377136,703,0.000151452,703,0.931525528,703,2.648976326,,,,,,,,,,,438.038038,85.0863973,,,
702,98.22972107,702,-0.001645176,702,0.002039279,702,65.91407776,702,89.42406464,702,0.000299654,702,1.282272339,702,2.117038727,,,,,,,,,,,438.738739,85.0834403,,,
701,98.26397705,701,-0.001378178,701,0.001971892,701,74.19720459,701,85.96893311,701,-5.03E-05,701,1.781324625,701,1.688089609,,,,,,,,,,,439.439439,85.0804834,,,
700,98.26073456,700,-0.001314408,700,0.00196442,700,81.75984955,700,82.16120911,700,-0.000111632,700,2.501989365,700,1.348188996,,,,,,,,,,,440.14014,85.0775265,,,
699,98.19464874,699,-0.001460796,699,0.00228745,699,88.17892456,699,77.97431183,699,0.000190619,699,3.528242111,699,1.078984737,,,,,,,,,,,440.840841,85.0745697,,,
698,98.13737488,698,-0.001644328,698,0.002635531,698,92.99347687,698,73.66866302,698,0.000441035,698,4.973223686,698,0.866612494,,,,,,,,,,,441.541542,85.071613,,,
697,98.19872284,697,-0.001857171,697,0.00234634,697,96.23073578,697,69.10075378,697,0.000768976,697,7.084929943,697,0.701340139,,,,,,,,,,,442.242242,85.0686563,,,
696,98.19358826,696,-0.001994977,696,0.002192976,696,97.93165588,696,64.50556183,696,7.56E-05,696,10.03809452,696,0.566877544,,,,,,,,,,,442.942943,85.0656997,,,
695,98.14352417,695,-0.001870261,695,0.001933942,695,98.47884369,695,59.60058594,695,-0.00026037,695,14.06605434,695,0.458395064,,,,,,,,,,,443.643644,85.0627431,,,
694,98.15560913,694,-0.001762773,694,0.00219169,694,98.23040771,694,53.95227051,694,5.97E-05,694,19.4652977,694,0.373919457,,,,,,,,,,,444.344344,85.0597865,,,
693,98.14437103,693,-0.001580925,693,0.001374374,693,97.47345734,693,47.10396576,693,0.00038451,693,26.37196159,693,0.304570943,,,,,,,,,,,445.045045,85.05683,,,
692,98.12322235,692,-0.001431589,692,0.001572412,692,96.45697784,692,38.89965439,692,-0.000144944,692,34.61576462,692,0.250614822,,,,,,,,,,,445.745746,85.0538736,,,
691,98.06291199,691,-0.001301617,691,0.001291052,691,95.53256989,691,30.01574516,691,-0.000397464,691,43.73098755,691,0.207634062,,,,,,,,,,,446.446446,85.0509172,,,
690,97.98599243,690,-0.001258429,690,0.001599747,690,94.72431183,690,21.51071358,690,-5.78E-05,690,53.0772438,690,0.17228204,,,,,,,,,,,447.147147,85.0479609,,,
689,98.00807953,689,-0.001998068,689,0.001664992,689,94.0533905,689,14.32720375,689,0.000539268,689,61.47846985,689,0.143854022,,,,,,,,,,,447.847848,85.0450046,,,
688,97.98026276,688,-0.001516526,688,0.001334235,688,93.63752747,688,9.133011818,688,-0.000177653,688,69.01009369,688,0.11921151,,,,,,,,,,,448.548549,85.0420483,,,
687,97.96968079,687,-0.00108862,687,0.000813218,687,93.4521637,687,5.679915428,687,-0.000600475,687,74.66318512,687,0.099322177,,,,,,,,,,,449.249249,85.0390922,,,
686,97.99188995,686,-0.001484934,686,0.001167697,686,93.57917786,686,3.508053064,686,3.39E-05,686,78.76403809,686,0.084172994,,,,,,,,,,,449.94995,85.036136,,,
685,98.06407166,685,-0.001307683,685,0.000965824,685,93.8345871,685,2.184039116,685,0.000112302,685,81.60475159,685,0.070350304,,,,,,,,,,,450.650651,85.0331799,,,
684,98.08037567,684,-0.001481144,684,0.001473179,684,94.37924957,684,1.377504706,684,0.000162437,684,83.66943359,684,0.060291536,,,,,,,,,,,451.351351,85.0302239,,,
683,98.16717529,683,-0.001777361,683,0.000934184,683,94.89285278,683,0.897536337,683,0.000618814,683,85.12338257,683,0.051782608,,,,,,,,,,,452.052052,85.0272679,,,
682,98.31678772,682,-0.001558663,682,0.000866726,682,95.62221527,682,0.583798826,682,-0.000685546,682,86.3918457,682,0.0435578,,,,,,,,,,,452.752753,85.024312,,,
681,98.52837372,681,-0.001833874,681,0.001076747,681,96.32025146,681,0.39006424,681,0.000103354,681,87.58423615,681,0.037308794,,,,,,,,,,,453.453453,85.0213561,,,
680,98.77818298,680,-0.001562715,680,0.000790963,680,96.99552917,680,0.26574105,680,0.000163058,680,88.77207947,680,0.032244138,,,,,,,,,,,454.154154,85.0184003,,,
679,99.08098602,679,-0.001433456,679,0.000309597,679,97.56919861,679,0.184639841,679,-0.000388296,679,89.93662262,679,0.027971564,,,,,,,,,,,454.854855,85.0154445,,,
678,99.34744263,678,-0.001731882,678,0.000710856,678,97.99737549,678,0.130564317,678,0.000147896,678,91.19122314,678,0.024000665,,,,,,,,,,,455.555556,85.0124888,,,
677,99.52584076,677,-0.001749973,677,0.001121767,677,98.33786011,677,0.093362972,677,-9.94E-05,677,92.49581146,677,0.020898625,,,,,,,,,,,456.256256,85.0095332,,,
676,99.65066528,676,-0.002049371,676,0.00127937,676,98.46380615,676,0.066948324,676,-0.000279306,676,93.54802704,676,0.018408569,,,,,,,,,,,456.956957,85.0065775,,,
675,99.77126312,675,-0.00222956,675,0.000778972,675,98.4150238,675,0.050718121,675,0.00026572,675,94.5306015,675,0.016350633,,,,,,,,,,,457.657658,85.003622,,,
674,99.69306946,674,-0.002435649,674,0.001415093,674,98.26040649,674,0.03733867,674,2.04E-05,674,95.42808533,674,0.014614335,,,,,,,,,,,458.358358,85.0006665,,,
673,99.5605545,673,-0.002683342,673,0.001759459,673,98.04734802,673,0.028463116,673,-0.000169126,673,96.12646484,673,0.012431764,,,,,,,,,,,459.059059,84.9920181,,,
672,99.51187134,672,-0.002757324,672,0.001327225,672,97.61599731,672,0.021308959,672,0.000336943,672,96.50192261,672,0.011399283,,,,,,,,,,,459.75976,84.978889,,,
671,99.37534332,671,-0.00205291,671,0.001062403,671,97.18347931,671,0.016577514,671,-0.000474637,671,96.83647919,671,0.009428987,,,,,,,,,,,460.46046,84.9657609,,,
670,98.9523468,670,-0.003024197,670,0.001909392,670,96.73477936,670,0.013069547,670,0.000729658,670,97.02239227,670,0.009711408,,,,,,,,,,,461.161161,84.9526338,,,
669,98.62437439,669,-0.003400408,669,0.002770695,669,96.24442291,669,0.011420988,669,0.000691786,669,96.96646118,669,0.009458361,,,,,,,,,,,461.861862,84.9395078,,,
668,98.52817535,668,-0.002575578,668,0.001620107,668,95.74134064,668,0.008770602,668,4.99E-05,668,96.7943573,668,0.007072993,,,,,,,,,,,462.562563,84.9263827,,,
667,98.63249207,667,-0.002509675,667,0.001742866,667,95.41313171,667,0.006616699,667,-0.000143054,667,96.74125671,667,0.00712778,,,,,,,,,,,463.263263,84.9132587,,,
666,98.71422577,666,-0.003201504,666,0.002482036,666,95.07990265,666,0.006006455,666,0.000852307,666,96.61406708,666,0.006806511,,,,,,,,,,,463.963964,84.9001356,,,
665,98.71808624,665,-0.002654637,665,0.001511827,665,94.87037659,665,0.004343865,665,0.000366329,665,96.57820892,665,0.00588499,,,,,,,,,,,464.664665,84.8870136,,,
664,98.75167847,664,-0.003000486,664,0.001837591,664,94.74520111,664,0.003603059,664,0.00018551,664,96.52994537,664,0.005471463,,,,,,,,,,,465.365365,84.8738926,,,
663,98.79693604,663,-0.003230183,663,0.002350993,663,94.69268036,663,0.004245731,663,0.000374562,663,96.46895599,663,0.005738226,,,,,,,,,,,466.066066,84.8607726,,,
662,98.7605896,662,-0.002948242,662,0.001198243,662,94.88464355,662,0.002766649,662,0.000178974,662,96.49762726,662,0.005056061,,,,,,,,,,,466.766767,84.8476537,,,
661,98.80923462,661,-0.002406159,661,0.000973344,661,94.98671722,661,0.002456605,661,-0.000435483,661,96.47141266,661,0.004567115,,,,,,,,,,,467.467467,84.8345357,,,
660,98.8216095,660,-0.003207514,660,0.001493007,660,95.22675323,660,0.002864282,660,0.000845538,660,96.52094269,660,0.005032292,,,,,,,,,,,468.168168,84.8214188,,,
659,98.80965424,659,-0.002699263,659,0.001024517,659,95.53116608,659,0.002021902,659,0.000620288,659,96.56257629,659,0.004003125,,,,,,,,,,,468.868869,84.8083028,,,
658,98.84983063,658,-0.002521828,658,0.001071922,658,95.7828064,658,0.002180771,658,0.000283133,658,96.67992401,658,0.003249137,,,,,,,,,,,469.56957,84.7951879,,,
657,98.85075378,657,-0.002936814,657,0.001452794,657,96.14006042,657,0.002341983,657,0.000918768,657,96.8602066,657,0.004047969,,,,,,,,,,,470.27027,84.782074,,,
656,98.82105255,656,-0.002800057,656,0.001256912,656,96.54682922,656,0.002053119,656,0.000344322,656,97.05822754,656,0.004279212,,,,,,,,,,,470.970971,84.7689611,,,
655,98.8715744,655,-0.002417689,655,0.000794455,655,96.78637695,655,0.001517628,655,0.000350633,655,97.25415039,655,0.003149408,,,,,,,,,,,471.671672,84.7558493,,,
654,98.84547424,654,-0.002535322,654,0.000955059,654,97.13233948,654,0.001727776,654,0.00030061,654,97.59983063,654,0.002920719,,,,,,,,,,,472.372372,84.7427384,,,
653,98.9092865,653,-0.002427463,653,0.001112766,653,97.33730316,653,0.001533022,653,0.00059022,653,97.87653351,653,0.002788499,,,,,,,,,,,473.073073,84.7296286,,,
652,98.88072968,652,-0.0019204,652,0.000450227,652,97.58470917,652,0.001108786,652,0.000121119,652,98.20424652,652,0.002288512,,,,,,,,,,,473.773774,84.7165197,,,
651,98.88388824,651,-0.002111318,651,0.000846823,651,97.67166138,651,0.000827043,651,0.000205596,651,98.49495697,651,0.001923481,,,,,,,,,,,474.474474,84.7034119,,,
650,98.91203308,650,-0.001994576,650,0.000817761,650,97.68006134,650,0.001020632,650,3.77E-05,650,98.75958252,650,0.002048593,,,,,,,,,,,475.175175,84.6903051,,,
649,98.93704987,649,-0.002144928,649,0.001182563,649,97.68779755,649,0.001349129,649,0.000454504,649,98.89997101,649,0.002072822,,,,,,,,,,,475.875876,84.5,,,
648,98.91897583,648,-0.001718924,648,0.000427866,648,97.67028809,648,0.001180592,648,-0.00010009,648,99.00892639,648,0.001205767,,,,,,,,,,,476.576577,63.6292471,,,
647,98.89472198,647,-0.00174801,647,0.00092843,647,97.62607574,647,0.00098598,647,-0.000136989,647,99.11595154,647,0.001149421,,,,,,,,,,,477.277277,65.04726,,,
646,98.89775848,646,-0.002420031,646,0.001411648,646,97.47839355,646,0.002008669,646,0.000175853,646,99.12780762,646,0.001699481,,,,,,,,,,,477.977978,66.3945397,,,
645,98.9552002,645,-0.001687154,645,0.000904861,645,97.23822021,645,0.001358921,645,-0.000256913,645,98.97689056,645,0.000274425,,,,,,,,,,,478.678679,67.2979907,,,
644,98.91887665,644,-0.002011986,644,0.001042075,644,97.04473877,644,0.001658128,644,0.00037299,644,98.8797226,644,0.000844244,,,,,,,,,,,479.379379,68.626762,,,
643,98.93676758,643,-0.002230843,643,0.001590801,643,96.85176849,643,0.002170475,643,0.000717136,643,98.78064728,643,0.001035593,,,,,,,,,,,480.08008,69.9755214,,,
642,98.93122101,642,-0.002186203,642,0.001521363,642,96.66358948,642,0.002293041,642,0.000218573,642,98.75488281,642,0.000904132,,,,,,,,,,,480.780781,71.2437597,,,
641,98.97974396,641,-0.002429777,641,0.001839935,641,96.41721344,641,0.002701334,641,0.00088943,641,98.70723724,641,0.001008419,,,,,,,,,,,481.481481,72.5189572,,,
640,98.98213959,640,-0.002163591,640,0.001658625,640,96.27744293,640,0.002705204,640,0.001067708,640,98.75965118,640,0.001040982,,,,,,,,,,,482.182182,73.5549966,,,
639,98.97259521,639,-0.001935321,639,0.001450374,639,96.16851044,639,0.00298182,639,0.00046093,639,98.90220642,639,0.000642882,,,,,,,,,,,482.882883,74.5017642,,,
638,98.97331238,638,-0.001666527,638,0.000795464,638,96.03106689,638,0.003125487,638,3.16E-05,638,98.9913559,638,0.00041531,,,,,,,,,,,483.583584,75.3931962,,,
637,98.97399902,637,-0.00179725,637,0.001215453,637,96.01829529,637,0.003145293,637,0.000500709,637,99.0655899,637,0.000521955,,,,,,,,,,,484.284284,76.2365561,,,
636,99.0062027,636,-0.001833689,636,0.001092079,636,96.02722168,636,0.003750941,636,0.000287326,636,99.12168884,636,0.000910654,,,,,,,,,,,484.984985,76.9543142,,,
